Kataloški broj;Barcode;Naziv robe;VPC;MPC
37767;8717109503593;PLOČICE PR.VW T5/MULTIVAN=GDB1887;88,22;103
37784;8717109508239;PLOČICE ZAD.VW GOLF VI/TOURAN/CADDY III=GDB1841;36,62;43
37786;8717109508277;PLOČICE PR.BMW F10 10.-GDB1882;58,87;69
37790;8717109508352;PLOČICE ZAD.ASTRA J 2009.- CRUZE 09.-=GDB1844;45,52;53
37804;8717109511604;PLOČICE PR.BMW X5 F15 12.- X6 F16 14.-GDB1826;136,84;160
37872;8717109516081;PLOČICE PR.VW GOLF VII/PASSAT 10.-GDB1918;84,56;99
37896;8717109518467;PLOČICE PR.FIAT PUNTO -98. K.=GDB1115;23,61;28
37914;8717109527728;PLOČICE ZAD.TOYOTA AURIS 12.-=GDB3537;39,29;46
37939;8717109607796;PLOČICE ZAD.MOVANO MASTER 2010.-  K.=GDB1903;49,98;58
37956;8717109614664;PLOČICE PR.FORD B-MAX 12.- FIESTA VI=GDB1959;46,74;55
37958;8717109614688;PLOČICE PR.VW GOLF VII AUDI A3 ŠKODA OCTAVIA 12.-GDB1956;69,96;82
37964;8717109615760;PLOČICE ZAD.VW GOLF VII 12.-/AUDI A3 12.-GDB1957;49,43;58
37965;8717109615777;PLOČICE ZAD.VW GOLF VII 12.-/AUDI A3 12.-GDB1957;50,35;59
37983;8717109624847;PLOČICE PRED.DAEWOO KALOS 2002.- GDB3330;40,17;47
37996;8717109626452;PLOČICE PR.FORD FOCUS III 11.-GDB2009;50,20;59
38249;8717109057485;PLOČICE FORD EXPLORER -98.=GDB4013;57,64;67
38375;8717109057836;PLOČICE PR.FORD BRONCO 88.-GDB4049;64,09;75
38591;8717109058413;PLOČICE PR.CHRYSLER VISION 95.-=GDB4091;41,87;49
3929;8717109059045;CILINDAR PETI KOČIONI DUCATO/C25/J5;29,51;35
39501;8717109059069;KABLOVI PLOČICA MERCEDES =GIC122;2,68;3
39507;8717109059106;KABLOVI PLOČICA PRED.W124/W201 GIC104;3,21;4
39565;8717109059649;KABLOVI PLOČICA PR.+ZAD.SPRINTER 95.- VITO=GIC162;4,82;6
39581;8717109059809;KABLOVI PLOČICA PREDNJI BMW E46 GIC168;10,26;12
39583;8717109059823;KABLOVI PLOČICA OPEL ASTRA G 720MM=GIC171;9,50;11
39590;8717109243000;KABLOVI PLOČICA W203/W204/W211/W212/W169 = GIC184;5,58;7
39597;8717109254327;KABLOVI PLOČICA MERCEDES ML W163;3,78;4
39599;8717109254341;KABLOVI PLOČICA MERC W211 PREDNJI 2002.-;10,32;12
39602;8717109260168;KABLOVI PLOČICA PREDNJI BMW E60 2003.-=GIC187;19,86;23
39612;8717109354003;KABLOVI PLOČICA PR.BMW E81/E90=GIC210;24,21;28
39613;8717109354010;KABLOVI PLOČICA BMW E90 2005.-=GIC207;14,00;16
39625;8717109373516;KABLOVI PLOČICA ABS;10,35;12
39686;8717109512663;KABLOVI PLOČICA BMW X5 E70 06.-GIC265;15,21;18
39688;8717109512670;KABLOVI PLOČICA ZAD.BMW X5/X6 E70/E71/E72=GIC267;17,12;20
39695;8717109512748;KABLOVI PLOČICA PR.BMW X5/X6 E70/E71/E72=GIC275;16,12;19
39702;8717109514643;KABLOVI PLOČICA PR.PORSCHE CAYENNE 10.-PANAMERA 09.-GIC324;6,18;7
39704;8717109514650;KABLOVI PLOČICA PR.VW TOUAREG 10.-GIC326;6,05;7
39724;8717109512823;KABLOVI PLOČICA MERCEDES W205 A/B KLASA W176/W246=GIC242;7,46;9
39771;8717109614558;KABLOVI PLOČICA PRED.VW GOLF VII/VIII PASSAT B8 GIC366;11,94;14
39788;8717109623628;KABLOVI PLOČICA ZAD. X5/E70 06.-;24,10;28
39797;8717109672473;KABLOVI PLOČICA ZAD.BMW 2 F45/F46;17,96;21
39905;8717109677119;SENZOR ABS-A BMW 2 F45 13.-MINI;13,90;16
39913;8717109677195;KABLOVI PLOČICA ZAD.AUDI A4/A5/A6 2015.-;4,22;5
39953;8717109685596;KABLOVI PLOČICA PR.AUDI A6/A7 2010.-;7,14;8
39973;8717109733853;KABLOVI PLOČICA ZAD.AUDI A6/A7/Q5 2016.- 811529038;8,90;10
39974;8717109733891;KABLOVI PLOČICA PR.+ZAD.VW CRAFTER 2016.-;8,89;10
39975;8717109733938;KABLOVI PLOČICA ZAD.VW CRAFTER 16.-;12,80;15
40538;8717109060683;PAKNE JEEP WRANGLER II;43,05;50
41015X;8717109250459;CILINDAR KOČIONI GL.OPEL VECTRA B 95.-02.PMH599;166,27;195
41029;8717109061444;CIL.KVAČILA GORNJI FORD FIESTA 95.-=PND215;79,42;93
41039X;8717109250541;CILINDAR KOČIONI GL.VW T4 90.-03. 25,4MM;86,00;101
41040X;8717109249392;CILINDAR KOČIONI GL.VW T4 90.-06/95. BEZ ABS 23,8MM;86,15;101
41043;8717109061550;CIL.KVAČILA GORNJI GOLF IV=PNB456;102,40;120
41059;8717109545807;CIL.KVAČILA DONJI GOLF V A3 OCTAVIA PASSAT 05.-512001010;61,44;72
41061;8717109061727;CIL.KVAČILA DONJI VW T4 GOLF IV 19MM=PJD229;74,97;88
41062X;8717109252057;CILINDAR KVAČILA DONJI VW GOLF IV/A3/OCTAVIA=PJK118;68,58;80
41063;8717109367294;CIL.KVAČILA DONJI ŠKODA FABIA,GOLF V=PJD241;85,68;100
41066X;8717109249385;CILINDAR KOČIONI GL.VW T4 95.-03. ATE +ABS 23,8MM;107,91;126
41076;8717109061871;CIL.KVAČILA DONJI AUDI A4 99.- = PJH189;73,34;86
41077;8717109061888;CIL.KVAČILA GORNJI AUDI A4 VW PASSAT 07/97.- (PVC);164,91;193
41078;8717109061895;CIL.KVAČILA GORNJI A4/A6 94.- PASSAT 96.- =PND230;180,78;212
41097;8717109062083;CIL.KVAČILA GORNJI FORD FIESTA IV 95.-02.=511000110/PND214;84,10;98
41119X;8717109243024;CIL.KVAČILA DONJI BMW 525TD/TDS=PJH182;48,50;57
41147X;8717109243055;CILINDAR KOČIONI GL.RENO LAGUNA 93.-=PMK470;117,32;137
41212;8717109063325;CIL.KVAČILA GORNJI SPRINTER, VITO=PND194;41,00;48
41231X;8717109243079;CILINDAR KOČIONI GL.OPEL ASTRA G 98.-PMK482;122,30;143
41235;8717109063530;DRUK LAGER ASTRA G VECTRA B 1,6/1,8 = 510007310;93,76;110
41242;8717109063592;CIL.KVAČILA GORNJI OPEL ZAFIRA 99.-;81,50;95
41244;8717109374834;CILINDAR KOČIONI GL.AUDI A4/A6 PASSAT 96.-;100,61;118
41305;8717109612875;CIL.KVAČILA GORNJI FORD TRANSIT 2000.-;68,85;81
41341;8717109064452;CIL.KVAČILA GORNJI VW T4 96.-=PNA107;60,65;71
41350;8717109064520;CILINDAR KOČIONI GL.VOLVO S40/V40 95.-03.;256,87;301
41388;8717109257519;CILINDAR KOČIONI GL.VW GOLF III/PASSAT 97.-=PMK617;139,93;164
41403;8717109350500;CILINDAR KOČIONI GL.ŠKODA FABIA=PMF534;84,65;99
41415;8717109474930;CIL.KVAČILA GORNJI OPEL VIVARO 00.- (PNB472);126,14;148
41427;8717109506334;CILINDAR KOČIONI GL. GOLF V/VI A3 OCTAVIA;93,54;109
41453;8717109511048;CIL.KVAČILA GORNJI VW GOLF V/VI A3 OCTAVIA PNB481;87,36;102
41455;8717109511062;CIL.KVAČILA GORNJI PASSAT 2005.-;191,35;224
41476;8717109514452;CIL.KVAČILA GORNJI VW T5 03.-;70,68;83
41720X;8717109064971;CILINDAR KOČIONI GL.BMW E30=PMF401;117,49;137
41753X;8717109065213;CILINDAR KOČIONI GL.MERCEDES W123 23,8MM=PMK113;121,38;142
41804X;8717109065701;CIL.KVAČILA GORNJI MERCEDES W124/W201/W202/W210=PND122;60,92;71
41806;8717109065718;CILINDAR KOČIONI GL.MERCEDES 207/310 25,4MM PML101 NKW;213,10;249
41825X;8717109065930;CILINDAR KOČIONI GL.OPEL KADETT E=PMF203;112,85;132
41831X;8717109066050;CILINDAR KOČIONI GL.OPEL KADETT E=PMF167;107,29;126
41839X;8717109066173;CILINDAR KOČIONI GLAVNI W124 23,8MM =PMK 116;151,20;177
41859X;8717109066456;CIL.KVAČILA DONJI AUDI 80/100 -94.A6 94.-PJH110;40,43;47
41862X;8717109066517;CILINDAR KOČIONI GL.OPEL VECTRA A PMH177;60,86;71
41868X;8717109066593;CILINDAR KOČIONI GL.GOLF III/PASSAT 88.-20,6MM=PMF480;62,32;73
41903;8717109513981;CILINDAR KOČIONI GL.VW GOLF VI 08.- CADDY 15.-PMK956;348,93;408
41913;8717109670233;CIL.KVAČILA DONJI BMW F30 2011.-;154,98;181
41996;8717109066807;CILINDAR KVAČILA DONJI MB100=PJL102;45,90;54
41997;8717109357035;CILINDAR KOČIONI GL.OPEL VECTRA C 02.-ALFA 159=PML436;146,49;171
41998;8717109358117;CILINDAR KOČIONI GL.OPEL VECTRA C/SIGNUM=PML430;151,09;177
42005X;8717109066999;KOČ.CIL.TOČKA VW GOLF II FI 17;21,19;25
42008X;8717109067095;KOČ.CIL.TOČKA VW GOLF 1,8 88.-91. FI 19 =BWD113;25,81;30
420232;8717109067392;KOČ.KLIJEŠTA FORD KA =BHV264;117,69;138
42031;8717109720945;KOČ.CIL.TOČKA VW POLO VI 06/17.- BWF383;36,12;42
421071;8717109484809;KOČIONA KLIJEŠTA =BHR267E;122,05;143
421072;8717109484793;KOČIONA KLIJEŠTA =BHR268E;122,05;143
421611;8717109068580;KOČIONA KLIJEŠTA =BHW347E;104,61;122
421612;8717109068597;KOČ.KLIJEŠTA PR.DE.VW GOLF IV OCTAVIA SYS.ATE=BHW348E;104,61;122
421692;8717109068733;KOČ.KLIJEŠTA PR.DE.VW SHARAN FORD GALAXY;135,13;158
422001;8717109069365;KOČIONA KLIJEŠTA =BHX467E;113,33;133
422331;8717109070033;KOČ.KLIJEŠTA PR.LI.OPEL ASTRA G SYS.ATE=BHS289;103,96;122
422332;8717109070040;KOČ.KLIJEŠTA PR.DE.OPEL ASTRA G SYS.ATE=BHS290;103,96;122
422611;8717109070514;KOČ.KLIJEŠTA PR.+ZAD.LI.SPRINTER 904 =BHS249;148,21;173
422612;8717109070521;KOČ.KLIJEŠTA PR.+ZAD.DE.SPRINTER 904 =BHS250;148,21;173
422631;8717109070552;KOČ.KLIJEŠTA ZAD.LI.SPRINTER LT 28-46 SYS.ATE 95.-=BHS314;113,33;133
422632;8717109070569;KOČ.KLIJEŠTA ZAD.DE.SPRINTER LT 28-46 SYS.ATE 95.-BHS315;113,33;133
422641;8717109070576;KOČ.KLIJEŠTA ZAD.LI.VW LT 28-46 SYS.ATE 96.- =BHU261;183,08;214
422642;8717109070583;KOČ.KLIJEŠTA ZAD.DE SPRINTER 208-216 45MM SYS.ATE =BHU262;183,08;214
422852;8717109508512;KOČ.KLIJEŠTA PR.DE.SPRINTER CRAFTER 04/06.- BHV684E;139,24;163
42701X;8717109070897;KOČ.CIL.TOČKA GOLF III AUDI 80 OCTAVIA 19MM=BWD113;11,05;13
42819X;8717109071481;KOČ.CIL.TOČKA MERCEDES 207D=BWB108;26,39;31
42825X;8717109071528;KOČ.CIL.TOČKA KADET D/E KARAVAN ZADNJI=BWD111;19,25;23
42826X;8717109071542;KOČ.CIL.TOČKA KADET E FI 17,50 =BWC115;10,77;13
42827X;8717109071566;KOČ.CIL.TOČKA OPEL KADETT KOMBO=BWD118;8,75;10
42832X;8717109071634;KOČ.CIL.TOČKA KADET E FI 19MM=BWD119;10,78;13
42833X;8717109071658;KOČ.CIL.TOČKA MERCEDES G-MODEL=BWC100;34,24;40
42835X;8717109071672;KOČ.CIL.TOČKA PASSAT-91=BWF145;16,35;19
42837X;8717109244113;KOČ.CIL.TOČKA OPEL ZAFIRA/VECTRA B 95.-=BWF309;19,06;22
42842;8717109240535;KOČ.CIL.TOČKA PASSAT -91.ALU.;18,00;21
42843;8717109255317;KOČ.CIL.TOČKA KADETT E FI 19=BWD119;35,06;41
428931;8717109072280;KOČ.KLIJEŠTA PR.LI.VW LT -96.BHX114;222,31;260
42905X;8717109072518;KOČ.CIL.PR.TOČKA VW BUBA 1200/1300 -84. 23,8MM;22,53;26
429171;8717109072624;KOČ.KLIJEŠTA MERCEDES 207/409 LIJEVA ST.TIP 2IZV.;235,39;275
429172;8717109072631;KOČ.KLIJEŠTA MERCEDES 207/410 DESNA ST.TIP 2IZV.;235,39;275
429792;8717109073461;KOČ.KLIJEŠTA OPEL ASTRA F 91.-;130,77;153
430281;8717109354140;KOČ.KLIJEŠTA ZAD.LI.OPEL VECTRA C 02.-=BHN645;165,64;194
430282;8717109354157;KOČ.KLIJEŠTA ZAD.DE.OPEL VECTRA C 02.-=BHN646;165,64;194
43050;8717109074567;REPARATURA KLIJEŠTA MERCEDES W202/W210 95.-;28,56;33
43054;8717109074604;REPARATURA PRED.KLIJEŠTA OPEL ASTRA G;13,39;16
430731;8717109654158;KOČ.KLIJEŠTA PR.LI.VW TIGUAN 07.- SHARAN 10.-;209,23;245
430732;8717109654165;KOČ.KLIJEŠTA PR.DE.VW TIGUAN 07.- SHARAN 10.-;209,23;245
430931;8717109675139;KOČ.KLIJEŠTA ZAD.LI VW GOLF VII SYS.ATE;382,00;447
430932;8717109675146;KOČ.KLIJEŠTA ZAD.DE VW GOLF VII SYS.ATE;382,00;447
431421;8717109713077;KOČ.KLIJEŠTA ZAD.LI.PEŽO 508 10.-;#N/A;#N/A
431661;8717109723359;KOČ.KLIJEŠTA ZAD.LI.VW PASSAT 14.- TIGUAN 16.-;646,65;757
431662;8717109723397;KOČ.KLIJEŠTA ZAD.DE.VW PASSAT 14.- TIGUAN 16.-;406,98;476
431672;8717109723472;KOČ.KLIJEŠTA ZAD.DE.VW CADY 15.-;196,16;230
432031;8717109735116;KOČ.KLIJEŠTA PR.LI.VW GOLF VII SYS.ATE=BHS1629E;187,44;219
432032;8717109735154;KOČ.KLIJEŠTA PR.DE.VW GOLF VII SYS.ATE=BHS1630E;187,44;219
43684;8717109751512;MOTOR KLIJEŠTA AUDI A6 04/04.- 6Z.;112,00;131
43691;8717109769630;MOTOR KLIJEŠTA AUDI A6 04/04.- 12Z.;74,10;87
43710;8717109792713;MOTOR KLIJEŠTA AUDI A4/A5/Q5 10/07.-;164,49;192
43985;8717109078312;CILINDAR PETI KOČIONI MERCEDES G MODEL PUCH;563,07;659
44009;8717109078503;CILINDAR PETI KOČIONI VW CADDY GOLF III;153,97;180
44102;8717109079340;CILINDAR PETI KOČIONI VW CADDY II 95.-6K9612151;202,67;237
51017X;8717109082753;CILINDAR KOČIONI GL.PASSAT A4/A6 96.- 23,8MMPMK314;87,04;102
51021;8717109082814;CILINDAR KOČIONI GL.FORD FIESTA IV 95.-=PMK567;135,62;159
51022X;8717109249408;CILINDAR KOČIONI GL.FORD FIESTA IV 96.-PMK451;120,95;142
51033;8717109367263;CIL.KVAČILA DONJI CITROEN C5 2001.-;88,81;104
51154;8717109261004;CIL.KVAČILA GORNJI FIAT PUNTO 1,2/1,4 03.-=PNB479;65,64;77
51155;8717109261011;CILINDAR KVAČILA GORNJI FIAT PUNTO 99.-PNB476;51,45;60
51156;8717109261028;CIL.KVAČILA DONJI FIAT PUNTO 1,2/1,4 03.-=PJF173;49,47;58
51157;8717109261035;CILINDAR KVAČILA DONJI FIAT PUNTO/GRANDE PUNTO/DOBLO;45,82;54
51170;8717109367027;CILINDAR KOČIONI GL.MERCEDES W210 95.-PML359;317,20;371
51184;8717109374643;CIL.KVAČILA GORNJI PEŽO 407 CITROEN C5;115,43;135
51201;8717109500943;CILINDAR KOČIONI GL.OPEL ASTRA H 04.-;179,02;209
5128-S;8717109084153;BUBANJ KADETT E - ŠIRI=DB4002;33,35;39
51680;8717109350449;CILINDAR KOČIONI GL.A4/A6 PASSAT 25,4MM;133,83;157
51718X;8717109085396;CIL.KVAČILA GORNJI BMW E30/E28 =PND112;49,78;58
51960X;8717109086218;CIL.KVAČILA GORNJI LANDROVER DEFENDER SVI;73,47;86
51962X;8717109243123;CIL.KVAČILA DONJI LANDROVER DEFENDER SVI;44,32;52
51973;8717109086362;CIL.KVAČILA DONJI LANDROVER DISCOVERI -08/93.;120,59;141
520011;8717109478617;KOČ.KLIJEŠTA PR.LI.VW GOLF V/VI SYS.ATE=BHW675E;104,61;122
520012;8717109478600;KOČ.KLIJEŠTA PR.DE.VW GOLF V/VI SYS.ATE=BHW676E;109,50;128
520571;8717109375787;KOČ.KLIJEŠTA ZAD.LI.AUDI A4 00.-=BHN303E;131,34;154
520572;8717109375770;KOČ.KLIJEŠTA ZAD.DE.AUDI A4 00.-=BHN304E;131,34;154
520831;8717109553307;KOČ.KLIJEŠTA ZAD.LI.AUDI A3 VW GOLF V 03.-=BHN317;126,55;148
520832;8717109545296;KOČ.KLIJEŠTA ZAD.DE.AUDI A3 VW GOLF V 03.-=BHN318;126,55;148
52094X;8717109088519;KOČ.CIL.TOČKA PEŽO J5 DUCATO 2,5D 81.-96.=BWN103;30,16;35
521001;8717109554755;KOČ.KLIJEŠTA ZAD.LI.VW GOLF V 1,9 TDI/2,0 FSI 04.-=BHS324E;132,09;155
521002;8717109551570;KOČ.KLIJEŠTA ZAD.DE.VW GOLF V/VI 1,4/2,0 TDI=CBC009R;101,98;119
521131;8717109088908;KOČ.KLIJEŠTA ZAD.LI VW GOLF IV A3 OCTAVIA=BHN180/BHN236;89,49;105
521132;8717109088915;KOČ.KLIJEŠTA ZAD.DE. VW GOLF IV A3 OCTAVIA=BHN181E;82,37;96
521231;8717109089103;KOČ.KLIJEŠTA PR.LI.AUDI A4 VW PASSAT 97.-=BHW231E;108,98;128
521232;8717109089110;KOČ.KLIJEŠTA PR.DE.AUDI A4 VW PASSAT 97.-BHW232;108,98;128
521241;8717109089127;KOČ.KLIJEŠTA ZAD.LI.A4/A6 PASSAT 96.- BHN182;137,06;160
521242;8717109089134;KOČ.KLIJEŠTA ZAD.DE.A4/A6 PASSAT 96.- BHN183;94,47;111
521251;8717109089141;KOČIONA KLIJEŠTA =BHN192E;161,28;189
521252;8717109089158;KOČIONA KLIJEŠTA =BHN193E;161,28;189
521291;8717109089226;KOČ.KLIJEŠTA PR.LI.VW GOLF III=BHW136 SYS.LUCAS;113,33;133
521301;8717109089240;KOČ.KLIJEŠTA ZAD.LI.VW GOLF III PASSAT=BHN136;139,24;163
521302;8717109089257;KOČ.KLIJEŠTA ZAD.DE.VW SHARAN FORD GALAXY 95.-=BHN165/BHN137;123,54;145
521321;8717109089264;KOČIONA KLIJEŠTA =BHN312E;151,98;178
521322;8717109089271;KOČ.KLIJEŠTA ZAD.DE.FORD FOCUS 99.-SYS.TRW=BHN311;151,98;178
521401;8717109089424;KOČ.KLIJEŠTA ZAD.LI.VW GOLF IV BORA 00.-SYS.LUCAS=BHN282;165,64;194
521451;8717109089523;KOČ.KLIJEŠTA ZAD.LI.VW GOLF IV FABIA LEON=BHN275;113,34;133
521452;8717109089530;KOČ.KLIJEŠTA ZAD.DE.VW GOLF IV FABIA LEON=BHN276;113,34;133
52160X;8717109089677;KOČ.CIL.TOČKA DUCATO PEŽO J5=BWL112;17,15;20
522201;8717109367775;KOČIONA KLIJEŠTA =BHN202E;104,61;122
522202;8717109367768;KOČ.KLIJEŠTA ZAD.DE.VW GOLF IV -99.=BHN203E;104,61;122
522241;8717109552065;KOČ.KLIJEŠTA ZAD.LI.VW T5 04/03.- T6 04/15.- PAK(1);145,00;170
522242;8717109552096;KOČ.KLIJEŠTA ZAD.DE.VW T5 04/03.- T6 04/15.- PAK(1);145,00;170
522701;8717109493115;KOČ.KLIJEŠTA ZAD.LI.VW CADDY III 04.-=BHS1030;156,93;184
522702;8717109493108;KOČ.KLIJEŠTA ZAD.DE.VW CADDY III 2003.-;146,68;172
52300X;8717109090819;KOČ.CIL.TOČKA PEŽO 205 -98 LIJEVI=BWD181;26,24;31
52301X;8717109090833;KOČ.CIL.TOČKA PEŽO 205 -98 DESNI=BWD182;28,08;33
52306X;8717109090895;KOČ.CIL.TOČKA RENO TRAFIC 89.-=BWL111;23,61;28
52610X;8717109091762;KOČ.CIL.TOČKA FORD TRANSIT 85.-92. 20,6MM=BWF113;23,37;27
52877X;8717109092684;KOČ.CIL.TOČKA LIJEVI VOLVO 440 88- =BWF119;17,73;21
52882;8717109613681;KOČ.CIL.TOČKA PEŽO 208 12.-;31,04;36
528871;8717109533767;KOČ.KLIJEŠTA ZAD.LI.RENO MEGANE II=BHQ245;124,30;145
52902X;8717109092936;KOČ.CIL.TOČKA XSARA ZX PEŽO 306 LI.+REG.=52966X;28,58;33
52903X;8717109092950;KOČ.CIL.TOČKA XSARA ZX PEŽO 309 DE.+REG.;28,40;33
52906X;8717109093018;KOČ.CIL.TOČKA RENO ESPACE 2,0 92.-=BWH146;16,11;19
52910X;8717109093094;KOČ.CIL.TOČKA ROVER 200/400 89.- CIVIC =BWD189;23,43;27
52911X;8717109093117;KOČ.CIL.TOČKA ŠKODA FAVORIT 87.-92.=BWD127;11,86;14
52912X;8717109093131;KOČ.CIL.TOČKA MB 100=BWL195;40,75;48
52913X;8717109093155;KOČ.CIL.TOČKA RENO LAGUNA 93.-2001.=BWD260;20,51;24
52915X;8717109093186;KOČ.CIL.TOČKA NISSAN TERRANO II;35,47;41
52918X;8717109093247;KOČ.CIL.TOČKA FORD MONDEO I 93.-BWH231;27,06;32
52925X;8717109093346;KOČ.CIL.TOČKA JUMPER DUCATO BOXER 2,5TD 94.-=BWN240;30,80;36
52941X;8717109093544;KOČ.CIL.TOČKA JUMPER DUCATO BOXER 94.-=BWL201;27,44;32
52942X;8717109093568;KOČ.CIL.TOČKA DUCATO BOXER 35 2,5TD 94.-=BWN245;32,67;38
52945X;8717109093612;KOČ.CIL.TOČKA FIAT BRAVA MAREA=BWH375;18,81;22
529462;8717109574630;KOČ.KLIJEŠTA ZAD.DE.OPEL ASTRA G 98.-ZAFIRA 99.-=BHN314;91,83;107
52946X;8717109093636;KOČ.CIL.TOČKA FIAT MAREA 96.- =BWF254;20,30;24
52947X;8717109093650;KOČ.CIL.TOČKA SAXO 96-,XSARA 97- =BWF252;25,15;29
52948X;8717109093674;KOČ.CIL.TOČKA BERLINGO 96-,PARTNER 96- =BWH373;23,60;28
52949X;8717109240702;KOČ.CIL.TOČKA PEŽO 106/206 SAXO=BWF290;35,60;42
52954X;8717109093834;KOČ.CIL.TOČKA FIAT PUNTO 1,9JTD 02.-=BWF307;33,53;39
52955X;8717109093889;KOČ.CIL.TOČKA FIAT PUNTO 99.-=BWH394;22,60;26
52957X;8717109093933;KOČ.CIL.TOČKA RENO CLIO II 98.-=BWA129;29,48;34
52961X;8717109244137;KOČ.CIL.TOČKA MERCEDES W168 A KLASE 97.-=BWA130;24,97;29
52965X;8717109240719;KOČ.CIL.TOČKA RENO LAGUNA GRANDTOUR 98.-=BWH374;24,25;28
529661;8717109094190;KOČ.KLIJEŠTA ZAD.LI.AUDI 100 C4=BHN118;191,79;224
52967X;8717109253054;KOČ.CIL.TOČKA RENO CLIO I 1,9D DE.+REG.=BWF288;27,22;32
52968X;8717109244151;KOČ.CIL.TOČKA RENO CLIO II 1,2I-1,9D 98.-BWD303;19,98;23
529691;8717109094282;KOČ.KLIJEŠTA ZAD.LI.AUDI A6 94.-=BHN140;178,71;209
529692;8717109094299;KOČ.KLIJEŠTA ZAD.LI.AUDI A6 94.-=BHN121;178,71;209
52972X;8717109240740;KOČ.CIL.TOČKA ŠKODA FELICIA FI 20,6=BWF295;23,33;27
